Date,Pos/Neg,Tweet
2021-08-31 09:04:20+00:00,0,"롤 대학교때부터 10년간 즐겨한 브론즈 탑*** 박민호...
이도저도아닌 이흥련...
겜얘기하다가 주식부동산얘기하는 김상수..
감히 김강민을 개현질형에 놓았다가 김상수한테 혼나는 신재영..
페이커 이겨본 위풍당당 최정.."
2021-08-31 08:46:09+00:00,0,"#최근에쓴임티4개로성격알수잇다

🐧🏆👍☺

그냥 페이커 응원하는 사람 같은데요"
2021-08-31 08:42:28+00:00,0,"최정 페이커님이라고 하는것도 너무 웃김,,,"
2021-08-31 08:41:01+00:00,1,"분명 페이커가 봐준거일텐데 몇년 지난 일화 소중하게 간직한 최정 너무 웃김
이래서 부모님들이 어렸을때 크리스마스에 몰래 다녀가시나봄"
2021-08-31 08:32:40+00:00,1,"시발ㅋㅋㅋㅋㅋㅋㅋㅋ주현이한데디엠보낸거롤갈새끼들인데
롤갈들은지금이걸페이커팬짓으로몰고가고있음
어라?이거어디서많이본장면인데"
2021-08-31 08:20:06+00:00,0,남의 팀 경기 보기 쉽지 않다 쉽지 않아 .. 재미가 안 느껴지는 고런 느낌 .. 진짜 페이커가 티원 탈출이든 lck 탈출이든 하면 안 볼 것 같네 .. 그나마 남아있는 티원 (몇 빼고^^) 선수 응원 정도 하려나 ..
2021-08-31 08:03:58+00:00,1,"@T1_Dududung 중간에 예시 단어에 페이커,티원,화이팅 있는 거 보고 웃었네요ㅋㅋㅋ"
2021-08-31 08:03:09+00:00,1,다만 그건 ㄹㅇ 정병러들이지 페이커 팬들은 그런 거 관심도 없었다고ㅜ
2021-08-31 07:33:59+00:00,0,응? 밑장 뺐는데? 페이커가 알려준거야!
2021-08-31 06:59:45+00:00,0,"이 때를 기다렸다, 닥터 페이커. 함정에 걸려든 건……네 놈이다!!"
2021-08-31 06:43:26+00:00,1,@boobiboobit 페이커?
2021-08-31 06:34:28+00:00,1,페이커랑 매리만의 비밀~
2021-08-31 06:27:35+00:00,1,페이커는 대체 어디까지의 미래를 본거지 https://t.co/eHac2uc0vO
2021-08-31 06:16:06+00:00,1,"디시인사이드-리그 오브 레전드■개추요정) 이쯤에서 다시보는 페이커 멀티태스킹.. https://t.co/hXJGBNspXX 
별짤이 다있네ㅋㅋㅋ"
2021-08-31 05:58:13+00:00,1,"페이커 포카 구합니다.
구매가능!!
테디로 교환도 가능합니다~~❤
#티원코어밀 #T1 #티원 #페이커 #테디 #포카교환"
2021-08-31 05:28:22+00:00,1,그리고 티원에서 T가 페이커 구마유시 밖에 없음 난 이것도 신기ㅎ
2021-08-31 05:19:00+00:00,0,진심코어밀.. 하나먹어보고 처박아둠 대충 페이커포토카드 3만원주고산거지.. 응응..
2021-08-31 05:04:31+00:00,0,"있잖아, 페이커. 페이커는 이기는 거 좋아해, 그렇지?
다행이야. 매리는 져도 괜찮아."
2021-08-31 05:02:47+00:00,0,"@JERl_S2 신기한게  꼭 아드켜질때만 지들이 뭔,,페이커 빙의된거마냥 슈퍼구출가다 암살구 아님 공일남 ㅋㅋㅋ 
 아주그냥~~아드켜지니까?
장원이 니네꺼죠잉?~~"
2021-08-31 04:30:35+00:00,1,"페이커 방송 이로운 것 같음
뭐랄까 이전에는 지면 못한 새끼들 욕 존나했었는데
페이커 방송 보다보니까
아.. 내가 3인분 못해서 졌다..
아 내가 캐리 못해서 졌다.. 
약간 이런 마인드가 됨
보살된 기분"
2021-08-31 04:29:48+00:00,0,페이커 빠시느라 타선수 까대서 붙은 별명이라고요
2021-08-31 04:29:21+00:00,1,페독이 페이커만 지독하게 찾아서 페독이라니... 페이커+개독 합쳐서 페이커만 신격화한다고 페독인데
2021-08-31 04:18:46+00:00,0,디시인사이드-리그 오브 레전드빛돌 4세트 페이커실수 분석....txt https://t.co/2O1JDnqe2V 모난돌ㅋㅋㅋ
2021-08-31 04:15:42+00:00,1,디시인사이드-리그 오브 레전드페이커 https://t.co/6Tz0CletnM
2021-08-31 03:55:15+00:00,0,"@20xxfe ㄹㅇ
막
그런거아님?
페이커 1장
어떤선수 3248234장
찍어내고 다.
교환막아버리기"
2021-08-31 03:43:58+00:00,0,"공방에 클로저 나오라고 페이커 욕하는 사람들이 그리 많은데 페독들이 클로저 팬이 그랬다고 왜 클로저 팬들 그렇게 사냐고 얘기한적 있나? 진짜 생각하는 수준하고는..
니 선수가 앞에서 티대고, 내 선수가 앞에서 의연하다고해서 내 선수가 상처 안받는거 아닌데.. 지 선수만 상처받는척 유난이야."
2021-08-31 03:39:14+00:00,0,거기 가면 및 분탕이 대부분일텐데..그리고 각자의 가치가 있는데 페독한테 그 방송이 가치가 있나요..? 그리고 그게 페이커 팬이 했다는 소리 한단 그 자체가 이해도 딸리는거 아닌가? 그 논리면 페이커를 ㅌㅁ이라고 클로저 나오라고 하는 애들은 다 클로저 팬이네?? 그랬구나~ㅋㅋ 그저 웃지요 깔깔
2021-08-31 03:24:31+00:00,0,분열 그만해 이주현 저런 말 들을 이유도 그런 짓도 안 했잖아 애 좀 그만 잡아먹으려 들라고 그리고 파커팬이 했더라해도 그게 페이커 팬이겠냐고 왜 자꾸 이상한 애들 때문에 엄한 애들 머리채를 잡음
2021-08-31 01:55:52+00:00,0,"처음 도안을 만들고 공유해서.. 제대로 전달이 안된 것 같아 죄송합니다 😢 스냅스 무료키링 이벤트 자주 하던데 담번엔 꼭 사용하시길 바라며.. 공유합니다

페이커 테디 https://t.co/R3ZqOAS3q0

티원 우승 부적 (오마모리) https://t.co/OY5518Pkho https://t.co/8jvl8Suwf5"
2021-08-31 01:48:02+00:00,0,페이커가 이 팀에 있는 것도 올시즌이 마지막일지 모르니 마킹은 페이커로 간다.
2021-08-31 01:46:11+00:00,0,"페이커 방송 보면서 ""이건 페이커지만 실수했다""라고 하는 사람도 있음. https://t.co/QL28GNRsJf"
2021-08-31 01:06:59+00:00,0,뷔 준호 그리고 페이커 .........그냥 기록해본다. 팬 아니다 써방안한다...
2021-08-31 00:45:53+00:00,1,@overthemoon_lol 대놓고 까는 애들이랑 안하는척 다른 선수팬인척 까는 애들 개많은데 그걸 구분못하고 진짜 페이커팬만 쓰레기라고 생각하는 사람 많은것같아요 진짜 완벽하게 모든 팬들이 범인찾기 안하고 팀선수 욕안하는 깨끗한 팬덤은 본적이 없는데ㅋㅎㅋㅎ
2021-08-31 00:42:23+00:00,0,@overthemoon_lol 엘림이도 저번에 악성디엠왔다고 하지않았었나 그땐 아무도 커즈팬 오너팬이라고 생각안했는데ㅋㅋ 애초에 악성디엠 보내는게 정상인이 하는게 아니라 정신병걸린 극히 일부일뿐인데 무슨 틈만 나면 악성디엠 페이커팬들이 보낸다는것마냥ㅋㅋ
2021-08-31 00:37:08+00:00,1,어제 마지막 기억이 머머리아저씨엿는데 방송도 오래하고 어그로도 있엇구나... 대법관이신가부다 누구팬인지 아무도 알 길이 없지만 걍 일단 페이커팬인가봄ㅋㅋㅋ실상은 다들 관심없음 ㅠ
2021-08-30 23:59:14+00:00,1,"페이커, 오너와 공통점이 생겨서 상당히 기쁩니다^^^^^^^^^^^^^^ https://t.co/qyW4A40RYN"
2021-08-30 23:59:06+00:00,0,그냥 다 페독 잘못입니다 그냥 그런걸로 하시죠 롤판에서 어떤 논란이 있으면 전부 다 페독 페이커가 언급되는게 걍 우리 문제같아 정말 단 하루도 조용하게 넘어가는 날이 없어
2021-08-30 23:43:27+00:00,1,카이토.이건 Dr.페이커 님의 명령이라네.
2021-08-30 23:31:24+00:00,1,"음....클로저님에게 욕한 사람들이 왜 모두 페이커님팬이라 생각하는 거지... 물론 일부는 있겠지, 한 팬덤 안에 좋은 사람만 있을 순 없으니까, 그런 말 하는 또라이도 있겠지... 근데 다른 팬덤도 있을 수 있고 그냥 안티인 사람들도 있을 수 있는데 페이커님 팬만 그런 것 처럼 말하지 말아주라"
2021-08-30 23:25:24+00:00,0,이걸또 같은팀 팬들끼리 분열해야함? 디엠 보낸새끼들이 누구 팬이던 간에 그게 팬이라 부를 가치도 없는 쓰레기인간말종새끼들인건 달라지는게 없는데 그게 누구 팬이라 단정짓고 해야함? 설령 걔네가 ㄹㅇ 페독이라해도 걔네가 페이커 팬이라 할 가치도없는건 변함이 없는데.
2021-08-30 23:23:10+00:00,0,이제 LPL 수준 낮아지고 또 LCK 강점기 시작되는거임? 쇼메이커가 2대 페이커 되는건가?
2021-08-30 22:57:08+00:00,0,@2vitna_lol 인정합니다 팀이 티원인게 가장 문제에요 10인로스터부터 페이커랑 같은 팀이라는 이유로 페이커깔때는 이용해먹고 지옥의 쉴드를 쳐주지만 타팀이랑 비교할때는 슼선수들 실력 존나게 내려치기하고 올프론지 뭔지 이상한 규칙만들고ㅋㅋ 선수들 불쌍하니까 빨리 탈출했으면
2021-08-30 22:47:54+00:00,1,@2vitna_lol 제말이요 지금은 모르겠는데 그갤도 찐페이커악개+자기선수 여론 좋게 만드려고 동포지션 까내리는 페이커제외한 선수팬(검색해보니까 나오더라구요)+롤갤븅신들 어그로+타팀선수팬까지 대혼란인데 무조건 페이커팬만 쓰레기죠ㅋㅋ 거기서 뭔글을 쓰든 페이커팬 짓인것처럼 되니까
2021-08-30 22:35:08+00:00,1,@2vitna_lol 경기지고 범인몰이하면 무조건 페이커팬이고 같은 팀원들 욕하는것도 페이커팬이고 심지어 타팀 선수들 욕하는것 관계자 욕하는것 전부 페이커팬이라는게 너무 웃겨요ㅋㅋ 그리고 그렇게 생각하는 사람들 중에 티원팬도 많았구나하는 생각에 너무 허무함
2021-08-30 21:16:54+00:00,0,"[위클리 롤킹]'데프트' 김혁규 여전히 1위, '페이커'는?"
2021-08-30 20:43:38+00:00,1,Dr. 페이커님. 도대체 무슨일이 일어난 것 입니까?
2021-08-30 19:04:27+00:00,0,뭐만하면 이상혁이 욕먹고 뭐하면 페이커 팬이래 왜 죄다 악성 DM은 페이커팬이 한거임? ㅋㅋ 당사자가 그렇게 얘기함? 아니 직접 만나서 확인함? 그러면 페이커 방송에서 욕하는 사람들은 클로저 팬인가 ㅋㅋㅋㅋㅋㅋ 앵간히 롤판보면 가면쓰는 쓰레기들 존재를 모를수가 없는데
2021-08-30 18:20:46+00:00,1,@t1_Ellim 원래 페선생님이 감자를 본순간 태초마을이 눈앞이라고 생각하고 봐야합니다..(페이커 감잡지마)
2021-08-30 18:10:40+00:00,0,이야기를 들으니 롤갤에서만 난리났다며. 그럼 롤갤러들이 롤갤러짓한건데 페이커 팬들은 왜 나와. ㅇㅂ애들이 지들은 노무현 전 대통령 존경하는 마음에서 합성했다고 하는 것처럼 롤갤러들이 지들이 페이커 팬이라고 분탕질하는건데 그게 구분이 안가시나....;?
2021-08-30 17:57:49+00:00,1,시밬ㅋㅋ 과자 오스로 페이커 절반 시청자 모았냌ㅋㅋㅋㅋㅋㅋㅋㅋ
2021-08-30 17:48:22+00:00,1,아니ㅣ 그게 왜 페이커팬들이 보냈다고 결론을 지으시는건가요..ㅠ? 마음이 아프네요..
2021-08-30 17:48:08+00:00,0,티원팬 페이커팬 편가르기하면 좋으신가요 .. 티원 모든 선수 응원하는 페이커 팬은.. 어느 쪽으로 가면 될까용..
2021-08-30 17:42:24+00:00,0,우로들 이지페이커로 잠전자 뺏어오면 뭐 되는지 알려줘
2021-08-30 17:39:09+00:00,0,아니. . . ㅋㅋ.. 저기요.. 저는 일단 페이커팬이면서 티원 응원하는 팬인데요 나는 티원팬우리가좍으로 안쳐주시는 거임ㅜㅡㅜ?
2021-08-30 17:30:42+00:00,0,아니... 선수 본인이 직접 '디엠 테러한 사람들 전부 페이커 팬이엇어요 ㅠ' 라고 하길햇냐ㅋㅋ? 존나 ; 저걸 보고 힘내라고 한 마디를 더 해주든가 혼자 '저런 짓을 하는 건 당연히 페이커팬이겟지!!' 라고 단정짓고 글 쓰시네 ^;^
2021-08-30 17:30:18+00:00,1,클로저한테 디엠으로 욕하고 테러한 사람들은 진짜 못된 쓰레기임. 근데 그것때문에 페이커 팬들을 욕하는것도 아니라고 봄. 애초에 그 디엠 보낸 사람들이 페이커 팬들이라는 증거도 없는데
2021-08-30 17:09:44+00:00,1,밍서기 상대 페이커다
2021-08-30 16:55:56+00:00,1,"✏️자개 호텔키링

🐣페이커/엘림/테디
가격 : 7,800원
소재 : 자개

사진은 몰(@more_llim)샘이 제공해주셨습니다💕 https://t.co/XMJIEscI86"
2021-08-30 16:48:39+00:00,0,"✏️클레브 포토카드+페이커선수 포토카드

🐣페이커/테디/칸나/커즈/케리아
가격 : 무료나눔으로 진행
(탑꾸는 따로 판매❌) https://t.co/Ei0p2Yc4aW"
2021-08-30 16:46:23+00:00,0,"롤계의 레전드는 페이커지, 페독이 아니다.
이상한 자부심 가지지마라. 니들이 한 건 하나도 없다. 그러면서 미성년자인 선수를 저렇게 패는게 맞나? 강경대응해야한다. https://t.co/pPXVWK4L0I"
2021-08-30 16:45:57+00:00,0,"✏️반사 슬로건

🐣페이커
가격 : 4,500원
소재 : 스웨이드 https://t.co/nyeGvAZ5Gp"
2021-08-30 16:43:30+00:00,0,"✏️전자파 차단 스티커

🐣커즈/칸나/테디/페이커
가격 : 개 당 550원
소재 : 메탈 https://t.co/ngsptnSUGi"
2021-08-30 16:41:24+00:00,1,@you___53 페이커를 기점으로 제가 처음에 사랑했던 멤버들은 전부 물갈이로 떠나간지 오래지만ㅋㅋㅋㅋㅋㅋㅋㅋ한 세번? 바뀐 멤버들 품었던거같아요 전부ㅠㅠ존나사랑했다..
2021-08-30 16:39:56+00:00,1,"✏️오리지널 홀로그램 티켓

🐣페이커
(왼쪽사진 : 앞면/ 오른쪽사진 : 뒷면)
가격 : 약 2,000원
소재 : 마제스틱마블화이트+홀로그램박 https://t.co/ltXhBv9EVr"
2021-08-30 16:35:44+00:00,0,@Aa42osu 시청자수 대략 0.5페이커 ㄷㄷㄷ
2021-08-30 16:35:16+00:00,1,"✏️글리터 카세트테이프 아크릴 키링

🐣페이커/테디/엘림/커즈/칸나
가격 : 7,400원
소재 : 아크릴 https://t.co/nvHVfjtTtW"
2021-08-30 16:33:22+00:00,1,"✏️글리터 뮤직 플레이어 아크릴 키링

🐣페이커/엘림/클로저/칸나/테디
가격 : 5,900원
소재 : 아크릴 https://t.co/FwJdTN2BCQ"
2021-08-30 16:16:59+00:00,1,페이커 cs 먹방 모음집 해서 몇시간짜리 올려줫으면 좋겟다
2021-08-30 16:14:31+00:00,0,"✏️글리터 핸드폰 스트랩

🐣테디/엘림/커즈/페이커/칸나/로치
가격 : 4,500원
소재 : pvc(아마) https://t.co/OTviS4BEkD"
2021-08-30 16:12:02+00:00,1,"와 페이커님 진짜 스윗하시다
중간에 화장실 편안하게 가라고 점프킹해주시네 
괜찮아요 화장실은 제가 알아서 갈게요 딴겜해요 https://t.co/w4RIgQcLqm"
2021-08-30 16:11:19+00:00,1,"✏️비즈인형(만쥬인형)

🐣페이커/테디/엘림
가격 : 12,000원
소재 : 폴리에스테르 https://t.co/hiOOxJGrQX"
2021-08-30 16:07:42+00:00,1,"✏️글리터 카드지갑

🐣테디/페이커/에포트/칸나/커즈
가격 : 5000원, 5500원
소재 : pvc https://t.co/CAkkehVN3k"
2021-08-30 16:01:24+00:00,0,"✏️아크릴 글리터 호텔키링

🐣칸나/커즈&amp;페이커/로치(투명)
가격 : 6300원
소재 : 아크릴

*본 공구에서는 칸나키링 order -&gt; roader 수정 https://t.co/rDPJhQ5fhW"
2021-08-30 15:57:23+00:00,1,"✏️아크릴 글리터 호텔키링

🐣테디/페이커/에포트/로치/엘림
가격 : 6300원
소재 : 아크릴 https://t.co/tro9vqYGKz"
2021-08-30 15:57:00+00:00,0,아 페이커 아펠 승률 0인거 개웃기네 ㅠㅠ
2021-08-30 15:43:32+00:00,1,"페이커님의 흐느낌, 슬픔, 분명 전해질 것입니다."
2021-08-30 15:41:53+00:00,0,"청부삭제업자 안계십니까
페이커님 방송용 pc에 점프킹 삭제해주세요"
2021-08-30 15:30:29+00:00,1,"페이커: 뜨아악 
(๑˃̵ᴗ˂̵) 

https://t.co/8dusfyaXeq"
2021-08-30 15:03:37+00:00,1,"서폿 페이커 좋하,,,,, 미드 아닌 페이커 보는 거 좋아하는 사람,,"
2021-08-30 15:01:53+00:00,1,ㅋㅋㅋㅋㅋㅋ 민석이가 세라핀으로 레오나 못이긴다고 그랬는데 그 레오나가 페이커야 ㅋㅋ ㅋ ㅋ ㅋ ㅋ ㅋ 페이커 : 혼내주겠다 선언 ...
2021-08-30 15:00:33+00:00,1,세라핀 선픽했는데 레오나라구 속상해했는데 그 레오나가 페이커였구요 https://t.co/6diCB1i2XY
2021-08-30 15:00:00+00:00,1,"페이커 대 케리아
서폿대전 ㄷ ㄷ ㄷ"
2021-08-30 14:56:08+00:00,1,방금 잘못봤나  왜 페이커 컴퓨터에 왜 점프킹이.....?(난 포고파데    엥?)
2021-08-30 14:55:49+00:00,1,"@overthemoon_lol 하..본체 보고 힐링 받는 저...
페이커 찐팬 인증"
2021-08-30 14:52:15+00:00,0,헬로우 나이트 엔딩 다 볼 생각하는 거 아니겟죠.. 페이커님 걍 바바해주세요..
2021-08-30 14:51:18+00:00,0,페이커님 방송.. 억까보면 기분 안좋아질 것 같아서.. 밝은 방송 보는 즁...
2021-08-30 14:47:42+00:00,1,지각지각지각지각!!!! 페이커 온 https://t.co/kG4NiFC21Z
2021-08-30 14:45:47+00:00,1,페이커 방송 어디까지 왔나요
2021-08-30 14:43:44+00:00,0,페이커님 또 지각이냐구요..
2021-08-30 14:30:47+00:00,1,"페이커의 미친 멀티태스킹 능력 https://t.co/PYucgCMRKO

이게 최정상 게이머구나"
2021-08-30 14:08:31+00:00,1,캡틴잭 생일축하해주는 페이커 이상혁 https://t.co/K6WHiUIR6q
2021-08-30 13:58:17+00:00,0,"그래서 정리해보면

칸나- 여우(or 애기여우)
커즈- 다람쥐 혹은 생쥐
페이커- 펭귄
테디- 곰
케리아- 애기 소형멈머
제우스-
오너- 호랑이
클로저- 
구마유시- 사자(중국팬들이 붙여줌)
호잇-
엘림-"
2021-08-30 13:19:15+00:00,1,@t1_win__ 저도 고민중입니다... 페이커로 살지 칸나로 살지...오너로 살지.... 근데 사실 다 사고싶긴한데
2021-08-30 13:18:20+00:00,1,"유니폼
페이커로 살지
로치로 살지
n일째 고민 중"
2021-08-30 12:43:44+00:00,1,너의 뜨거운 하트는 Dr.페이커에게 잘 전해주도록 하지.
2021-08-30 12:29:42+00:00,0,"이 때를 기다렸다, 닥터 페이커. 함정에 걸려든 건……네 놈이다!!"
2021-08-30 12:27:11+00:00,1,"페이커🐧와 고양이🐈‍⬛
#FAker https://t.co/aYkKCWMUdo https://t.co/xrnR8bExAL"
2021-08-30 12:22:52+00:00,1,응아니야 생님미드장인 전성기때페이커야
2021-08-30 12:12:44+00:00,0,유니폼 육만이천원인 거 어이가 없네 .. 페이커 카드로 15퍼 할인 받아 삿다고 좋아 죽었는데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 유감 ^^..
2021-08-30 11:46:42+00:00,0,"@12que13 씨밬1도몰랏당게
난 걍
아임페이커:) 요지랄하는 짤만 생각한"
2021-08-30 10:49:20+00:00,0,「내게 사랑을 쏟는 로맨티스트에겐 고맙다. 하지만 난…누군가를 사랑할 수 있는 상태가 아니야. 목숨을 걸고 하루토를 지키고 Dr.페이커를 이겨야만 해.」
2021-08-30 10:27:34+00:00,1,개인적으로 t1 팬으로서 페이커가 은퇴하기 전에 한번 더 롤드컵 우승하는게 보고싶긴해
2021-08-30 10:04:38+00:00,0,( '0' ){페이커!)
2021-08-30 09:45:05+00:00,0,"그래봤자
이스포츠 = 롤 = 페이커
게임 = 프로게이머 = 페이커
이거긴한데"
2021-08-30 09:39:56+00:00,0,"그리구 암만 생각해봐도 원래 이세계 연구가 제알 완결 시점에서는 브이트론카이토페이커 넷이서 하는건데 트론의 명령도 아니고 브이의 명령으로 포랑 쓰리가 이세계 운운하면서 듀링 온거보면... 진짜 트론을 바이론으로 돌려놓는 방법이라도 몰래 찾고있는거아닌지,,,"
2021-08-30 09:37:10+00:00,1,"지금 페이커 러브와 아이돌이이
곧10억뷰래여
힘내서 뮤스합시당~!!!(찡긋)
I followed @965TDY and I'm voting for BTS (@BTS_twt) as the #artistofthesummerbts https://t.co/Agg38on8Tb"
2021-08-30 09:16:25+00:00,0,물론 그건 페이커가 잘나서 그런거지 페이커 팬이 잘나서 그런게 아니니 팬이 어깨에 힘주고 다닐 이유는 아닙니다
2021-08-30 09:15:49+00:00,0,"lck판 기형적이라서 지금 판에 돈끌어당겨주는건 거의 페이커랑 t1임

당장 이번 서머 시청자수만해도 t1 없는 경기랑 있는 경기랑 시청자수 보통 2배에서 많으면 세네배 차이인데

없으면 망하냐? 망함."
2021-08-30 09:09:27+00:00,0,페이커님 솔랭보러갔는데 저거대체 뭔조합이냐….. 르블랑 불쌍해..
2021-08-30 09:08:31+00:00,1,@RCS100100 페이커랑 함께 티원이 같이 없어지면 절반 넘게 날아갈 거라 봅니다
2021-08-30 08:49:45+00:00,1,"이 친구도 롤은 몰라도 페이커는 알더라
괜히 내가 뿌듯해"
2021-08-30 08:47:16+00:00,0,도대체 얼마나 선을 넘어댔으면 페이커가 고소를 하냐?
2021-08-30 08:47:08+00:00,0,"페이커가 고소를 해??
이건 뭔지 몰라도 악플러가 선을 넘다 못해 38선 정도는 넘은 거 아님?"
2021-08-30 08:43:50+00:00,1,페이커 고소 했음? 뭐라고 댓글 달았길래
2021-08-30 08:41:11+00:00,1,쇼메이커 캐니언 칸의 따까리를 세계에서 제일 잘하는 원딜의 모습이 싫다!!!!! 페이커 마린 같은 선수들을 자신의 따까리로 쓰고 페이커 룰루를 시키게하는 원딜메타가 좋다!!
2021-08-30 08:28:35+00:00,1,이뤄지지 않을걸 알지만 간절히 원하는것: 페이커 방송할 때 이모티콘챗 모드로 해놓기
2021-08-30 08:07:56+00:00,1,"페이커 클래스 할인받고, 페이 포인트도 받고~ : 지식iN eXpert
출처 : 네이버 eXpert
신기한게 생겻네 https://t.co/OMYdGOf7Vg"
2021-08-30 08:07:49+00:00,1,진짜하네. 할거면 페이커 갠방 관리좀 잘해주라! https://t.co/MGrE3YBaww
2021-08-30 08:03:52+00:00,0,"8. 승우아빠

뭐? 와우 요리를 한다고?
뭐? 콜라를 직접 만든다고?
뭐? 페이커와 합방을 했다고?"
2021-08-30 07:58:15+00:00,0,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 다현아 지윤아 다인아 너희가…
● 아 만들어주신다구요? ㄱㅅ합…
● 늘깅 어엿한 직장인인데
먼 …
● ㅅㅂ 페이커 4세트때 왜그런…
#질문상자 #익명질문모집중

https://t.co/Xv2IvuM6eV"
2021-08-30 07:45:39+00:00,1,"&lt;1ch&gt;[써니: 내 연주는 용을 재우고….]

  &lt;1ch&gt;[페이커: 내 기타는 하늘을 가른다….]

  &lt;1ch&gt;[chgchg: 경배하라… 화.이.트.잭]

  &lt;1ch&gt;[혜지법사님: 디바분들 ^^ 잭님 아래로 집합부탁드려요 ]

  &lt;1ch&gt;[QJzb: 화이트잭님 207up 축하드립니다 ^^7]

나는 허수아비 1권 | 키마님 저"
2021-08-30 07:34:16+00:00,1,페이커와 원딜들 https://t.co/hSREDiMrJx
2021-08-30 07:26:11+00:00,1,페이커가 트페중!
2021-08-30 07:01:07+00:00,1,@xxbr1ck ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 페이커처럼 되면 ssapganeung
2021-08-30 06:48:04+00:00,1,흠ㅋㅋ 려신님아 나vs페이커 선택하셈
2021-08-30 05:59:53+00:00,1,GM님이 이지페이커 원초로 쳐주겟다고 하셔서 끝없는원환들고 서잇기
2021-08-30 05:55:35+00:00,1,"페이커x유미 너무 좋아하는 편
🐱🐧 https://t.co/ZTROsLbroF"
2021-08-30 05:07:03+00:00,1,"🖇 공동구매 공지

🔥 페이커 선수 인형(20cm) 공동 구매 참여 원하시는 분들은 반드시 투표 부탁드립니다!"
